"","State","asian_prop","black_prop","hispanic_prop","white_prop","ppbill","pcttip","flair","intro","selling","repeat.","customer_name","smile","thanks","Extraverted_enthusiastic","Critical_quarrelsome","Dependable_selfdisciplined","Anxious_easily_upset","Reserved_quiet","Sympathetic_warm","Disorganized_careless","Conventional_uncreative","birth_yr","sex","race"
"1612","canada",40,10,10,40,45,12,"Never","Sometimes","Sometimes","Often","Often","Often","Never","6","1","7","1","6","5","1","1",1960,"Female","White"
"1613","il",5,10,15,70,27,12,"Sometimes","Often","Always","Often","Sometimes","Sometimes","Sometimes","6","1","7","1","7","4","2","1",1970,"Male","White"
"1614","ky",0,0,0,100,40,13,"Never","Always","Always","Never","Sometimes","Never","Sometimes","6","3","7","1","1","6","1","1",1980,"Male","White"
"1615","la",3,4,3,90,70,18,"Never","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","3","5","7","4","6","3","4","4",1980,"Male","White"
"1617","ky",1,2,15,82,22,16,"Never","Always","Always","Never","Sometimes","Never","Never","6","3","7","2","5","5","1","1",1971,"Male","White"
"1618","ut",1,1,5,93,65,15,"Never","Always","Often","Sometimes","Sometimes","Often","Often","6","3","6","4","2","4","1","5",1980,"Female","White"
"1620","wa",15,10,5,70,40,19,"Never","Never","Sometimes","Sometimes","Sometimes","Sometimes","Often","7","1","7","2","6","7","1","2",1971,"Female","White"
"1621","co",2,3,5,90,15,20,"Never","Always","Often","Sometimes","Never","Often","Never","5","6","6","1","4","6","5","1",1982,"Male","White"
"1623","canada",5,25,5,65,35,12,"Often","Often","Always","Often","Never","Often","Never","6","4","7","1","1","7","1","2",1982,"Male","White"
"1629","ks",1,50,1,48,20,16,"Never","Always","Always","Often","Often","Often","Often","6","3","6","2","3","5","3","2",1973,"Male","White"
"1630","in",1,2,3,94,20,10,"Sometimes","Always","Always","Often","Sometimes","Often","Often","6","2","7","3","6","6","1","2",1985,"Female","White"
"1631","ma",1,1,1,98,21,19,"Never","Never","Sometimes","Sometimes","Never","Often","Never","6","5","7","2","4","4","1","2",1971,"Female","White"
"1633","tx",25,25,10,40,14,12,"Never","Always","Never","Often","Never","Often","Sometimes","2","5","5","6","5","2","2","1",1984,"Male","White"
"1634","tx",2,5,5,88,15,15,"Never","Never","Sometimes","Never","Sometimes","Often","Sometimes","6","1","6","5","2","5","1","3",1976,"Female","White"
"1635","ma",10,20,10,60,20,18,"Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","2","4","7","5","7","7","1","5",1978,"Female","White"
"1636","ky",0,5,1,94,12,10,"Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","5","5","5","2","2","1","2","3",1984,"Male","White"
"1637","fl",2,2,2,94,10,15,"Never","Always","Never","Sometimes","Sometimes","Sometimes","Always","4","1","7","5","7","7","1","1",1979,"Female","White"
"1638","il",10,5,10,75,40,18,"Never","Sometimes","Sometimes","Sometimes","Never","Often","Never","7","1","5","3","1","7","5","6",1973,"Female","White"
"1639","canada",30,3,2,65,40,15,"Never","Often","Always","Always","Never","Always","Always","7","1","7","2","2","7","1","2",1982,"Female","White"
"1640","il",5,15,40,40,10,13,"Sometimes","Always","Often","Often","Sometimes","Often","Often","6","3","7","5","1","4","2","2",1985,"Female","White"
"1641","canada",5,35,5,55,50,18,"Never","Often","Often","Sometimes","Sometimes","Often","Sometimes","4","3","6","3","5","5","3","4",1983,"Male","White"
"1643","il",1,15,5,79,20,18,"Sometimes","Never","Never","Often","Sometimes","Sometimes","Often","3","2","7","2","3","6","1","2",1961,"Female","White"
"1644","ca",10,10,20,60,40,25,"Always","Often","Often","Often","Sometimes","Always","Sometimes","7","2","6","4","1","7","2","1",1960,"Female","White"
"1645","il",10,10,10,70,15,18,"Never","Always","Always","Sometimes","Sometimes","Often","Often","6","5","6","5","3","6","3","5",1982,"Female","White"
"1646","ny",7,1,2,90,45,20,"Never","Sometimes","Always","Often","Often","Often","Never","6","5","7","1","1","5","1","2",1979,"Male","White"
"1647","nj",2,6,7,85,12,17,"Often","Always","Sometimes","Sometimes","Sometimes","Always","Sometimes","7","1","6","2","1","7","5","2",1986,"Female","White"
"1648","dc",5,30,5,60,10,15,"Never","Sometimes","Sometimes","Often","Sometimes","Often","Never","7","4","6","4","1","7","2","5",1980,"Female","White"
"1650","nh",3,1,1,95,18,18,"Sometimes","Often","Often","Sometimes","Often","Often","Often","4","5","6","3","2","6","1","4",1968,"Male","White"
"1651","ca",2,0,0,98,20,15,"Never","Sometimes","Never","Always","Never","Sometimes","Sometimes","2","3","7","3","6","6","1","3",1978,"Male","Asian"
"1653","ca",50,5,15,30,23,18,"Never","Always","Often","Always","Sometimes","Often","Sometimes","4","1","6","4","4","5","2","4",1977,"Male","Asian"
"1654","nj",2,10,10,78,25,18,"Never","Always","Always","Never","Never","Never","Sometimes","5","3","7","1","7","4","1","1",1974,"Male","White"
"1659","ga",1,20,4,75,30,18,"Never","Often","Always","Never","Sometimes","Often","Never","6","2","7","1","1","6","2","1",1985,"Female","White"
"1660","marlyand",1,90,1,8,12,5,"Sometimes","Always","Often","Always","Never","Sometimes","Sometimes","3","5","5","4","4","5","5","1",1986,"Female","White"
"1663","tx",3,30,15,53,15,10,"Sometimes","Always","Always","Always","Always","Always","Always","6","2","6","3","1","5","2","2",1977,"Male","White"
"1664","ga",2,10,5,83,12,12,"Never","Always","Often","Often","Sometimes","Often","Always","6","3","7","2","3","6","2","5",1986,"Female","White"
"1665","ca",5,5,15,75,25,20,"Never","Sometimes","Sometimes","Sometimes","Often","Always","Never","7","5","7","1","1","4","1","3",1972,"Male","White"
"1668","ma",5,2,0,93,60,20,"Never","Never","Sometimes","Never","Sometimes","Never","Never","7","2","7","2","1","7","1","1",1977,"Male","White"
"1669","or",2,0,35,63,35,12,"Never","Sometimes","Sometimes","Always","Sometimes","Often","Never","7","1","5","2","1","5","5","1",1977,"Female","White"
"1670","dc",8,10,2,80,45,19,"Never","Sometimes","Sometimes","Sometimes","Always","Often","Never","7","1","7","1","1","6","1","2",1981,"Female","White"
"1671","md",10,3,2,80,6,18,"Sometimes","Never","Sometimes","Always","Never","Sometimes","Sometimes","7","5","4","5","4","3","4","1",1986,"Female","White"
"1672","tx",20,30,10,40,25,15,"Sometimes","Always","Sometimes","Often","Sometimes","Always","Always","5","1","7","1","5","6","1","1",1969,"Female","White"
"1673","tn",10,25,10,55,9.5,20,"Sometimes","Always","Always","Often","Often","Sometimes","Often","6","3","6","1","2","5","1","2",1969,"Female","White"
"1674","wa",10,25,5,50,100,18,"Never","Always","Often","Sometimes","Sometimes","Always","Always","7","4","5","7","1","6","1","1",1981,"Female","White"
"1675","ct",10,15,15,60,10,18,"Sometimes","Never","Always","Sometimes","Sometimes","Always","Never","5","2","7","1","5","6","1","4",1971,"Female","White"
"1678","or",0,0,0,100,75,18,"Never","Always","Often","Always","Often","Always","Sometimes","5","1","7","2","5","6","1","1",1984,"Female","White"
"1679","al",1,25,5,69,18,18,"Never","Always","Always","Always","Often","Often","Never","5","2","7","2","1","4","3","2",1966,"Male","White"
"1680","wi",1,1,3,95,20,16,"Sometimes","Often","Sometimes","Often","Sometimes","Always","Always","7","1","6","2","2","7","2","2",1980,"Female","White"
"1681","ca",20,30,10,40,8.75,15,"Always","Always","Always","Always","Sometimes","Always","Sometimes","6","2","7","5","2","4","1","2",1978,"Female","White"
"1683","wi",1,1,10,88,30,18,"Never","Always","Often","Often","Never","Often","Always","5","4","3","3","2","3","2","5",1990,"Female","White"
"1686","ia",15,10,10,65,9.91,14,"Never","Always","Often","Always","Never","Always","Sometimes","6","2","5","2","5","6","2","4",1984,"Female","White"
"1687","nd",1,1,2,94,20,15,"Never","Never","Never","Sometimes","Sometimes","Often","Never","5","2","7","2","2","6","1","3",1977,"Female","White"
"1688","va",1,2,1,96,45,18,"Never","Never","Often","Never","Sometimes","Sometimes","Often","2","2","5","5","6","7","5","2",1980,"Male","White"
"1691","va",5,5,0,90,50,20,"Never","Always","Often","Often","Never","Sometimes","Often","5","2","3","4","4","5","6","3",1985,"Female","White"
"1692","va",5,10,5,80,15,15,"Sometimes","Often","Always","Always","Always","Always","Always","6","1","7","1","2","6","2","1",1963,"Female","White"
"1693","in",2,2,2,94,10,17,"Never","Never","Sometimes","Always","Never","Often","Never","6","5","6","5","3","6","1","5",1980,"Female","White"
"1696","sc",0,5,0,95,45,18,"Sometimes","Always","Always","Always","Often","Always","Always","6","2","7","2","2","5","2","2",1978,"Female","White"
"1697","ma",5,5,5,85,25,18,"Never","Sometimes","Sometimes","Sometimes","Never","Sometimes","Always","3","5","5","5","5","5","1","4",1983,"Female","White"
"1698","ct",10,2,2,86,40,10,"Never","Sometimes","Sometimes","Sometimes","Sometimes","Often","Never","2","1","7","2","5","7","2","3",1979,"Male","White"
"1699","canada",0,0,0,100,80,25,"Always","Always","Always","Always","Sometimes","Always","Always","6","1","7","1","2","6","1","1",1972,"Female","White"
"1701","ca",8,2,15,75,45,17.5,"Never","Always","Always","Always","Sometimes","Often","Always","6","6","7","2","4","6","1","1",1964,"Male","White"
"1702","nj",5,10,5,80,50,20,"Never","Always","Always","Always","Always","Always","Always","5","5","5","5","3","5","4","4",1998,"Female","White"
"1704","fl",5,15,5,75,18,15,"Never","Always","Always","Often","Sometimes","Always","Often","6","2","7","1","3","7","1","3",1980,"Female","White"
"1706","ca",20,10,10,60,30,18,"Never","Sometimes","Always","Often","Often","Often","Never","6","5","7","1","3","7","1","4",1958,"Female","White"
"1709","id",1,1,0,98,15,10,"Often","Never","Sometimes","Sometimes","Often","Always","Always","5","5","7","5","3","7","1","5",1970,"Female","White"
"1711","wi",0,1,4,95,12,18,"Never","Often","Sometimes","Sometimes","Never","Never","Never","2","1","6","2","6","6","5","5",1963,"Female","Hispanic"
"1712","ma and pa",5,10,0,85,20,18,"Never","Always","Always","Always","Sometimes","Always","Often","7","1","7","1","1","6","2","2",1980,"Female","White"
"1713","ks",5,5,5,85,22,18,"Never","Always","Often","Sometimes","Sometimes","Often","Always","6","2","6","3","1","5","3","1",1982,"Female","White"
"1714","mi",5,5,2,88,45,18,"Never","Never","Always","Always","Sometimes","Often","Often","7","2","5","3","2","5","3","4",1980,"Female","White"
"1715","ny",1,10,10,79,25,18,"Never","Sometimes","Often","Sometimes","Sometimes","Always","Sometimes","7","1","6","2","2","6","2","2",1981,"Female","White"
"1716","il",1,3,1,95,10,20,"Sometimes","Sometimes","Often","Sometimes","Often","Always","Often","6","1","6","5","4","4","2","1",1980,"Female","White"
"1719","ca",4,3,3,89,12,20,"Never","Never","Often","Sometimes","Never","Sometimes","Sometimes","1","1","7","1","5","6","1","4",1980,"Female","Asian"
"1720","ca.",7,2,6,85,25,18,"Never","Never","Often","Always","Sometimes","Never","Never","2","1","6","3","7","3","1","3",1965,"Male","White"
"1721","mi",5,25,5,65,14,18,"Sometimes","Always","Often","Sometimes","Sometimes","Always","Always","6","2","4","3","3","4","4","2",1986,"Female","White"
"1722","ca",5,15,30,50,15,11,"Sometimes","Always","Always","Often","Sometimes","Always","Always","7","5","6","5","2","5","2","2",1974,"Female","White"
"1723","fl",5,5,40,50,20,18,"Sometimes","Often","Sometimes","Always","Sometimes","Sometimes","Never","4","4","6","3","5","6","2","3",1983,"Male","Hispanic"
"1724","il",10,50,10,30,35,5,"Always","Always","Often","Always","Often","Often","Sometimes","7","5","5","2","2","6","2","2",1979,"Female","White"
"1725","ct",10,15,5,70,30,20,"Never","Always","Often","Sometimes","Sometimes","Sometimes","Always","5","7","5","5","5","4","5","7",1978,"Female","White"
"1726","mi",1,40,1,58,10,15,"Sometimes","Always","Often","Often","Sometimes","Often","Often","5","1","7","2","5","7","1","2",1985,"Female","White"
"1727","az",2,10,28,60,30,15,"Never","Always","Sometimes","Often","Always","Sometimes","Often","5","6","7","5","5","4","6","7",1969,"Male","White"
"1729","ny",5,5,5,85,65,20,"Never","Sometimes","Often","Never","Sometimes","Often","Never","5","4","6","4","4","4","1","1",1971,"Male","White"
"1730","pa",2,2,1,95,40,18.5,"Never","Always","Sometimes","Never","Never","Often","Always","6","5","6","2","4","3","5","1",1979,"Female","Asian"
"1731","ar",10,20,10,60,25,15,"Never","Always","Always","Sometimes","Sometimes","Always","Sometimes","7","2","7","2","1","7","2","1",1973,"Female","White"
"1732","tx",2,2,10,86,25,16,"Never","Always","Often","Sometimes","Never","Sometimes","Sometimes","6","1","6","4","3","6","1","1",1979,"Female","White"
"1733","ma",10,5,0,85,50,18,"Never","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","7","1","7","3","2","7","3","2",1978,"Female","White"
"1735","canada",20,5,5,70,100,20,"Sometimes","Never","Often","Often","Never","Sometimes","Never","5","4","5","5","3","5","5","6",1963,"Female","White"
"1736","ne",0,1,0,99,50,15,"Sometimes","Never","Never","Often","Often","Often","Never","5","2","7","5","4","7","3","4",1980,"Female","White"
"1737","ny",10,25,10,55,25,20,"Often","Often","Sometimes","Never","Often","Often","Always","3","1","6","2","6","6","2","5",1966,"Male","White"
"1738","il",5,10,10,75,15,14,"Never","Sometimes","Often","Never","Never","Never","Never","3","2","6","4","6","6","3","2",1976,"Male","White"
"1739","or",1,10,15,74,12,11,"Never","Often","Never","Never","Never","Sometimes","Often","5","2","7","2","3","5","2","3",1980,"Female","White"
"1740","canada",10,10,5,75,15,10,"Never","Always","Always","Sometimes","Never","Often","Never","5","1","7","5","4","6","2","4",1985,"Male","White"
"1741","ga",3,10,3,84,25,15,"Often","Always","Always","Always","Often","Always","Never","7","2","6","3","2","6","6","2",1974,"Female","Hispanic"
"1742","tx",2,50,2,46,11,4,"Never","Always","Always","Always","Sometimes","Often","Often","3","4","7","1","6","2","2","7",1962,"Male","White"
"1743","tn",1,1,1,97,30,10,"Often","Often","Often","Sometimes","Never","Never","Never","4","2","6","2","5","7","4","1",1974,"Male","White"
"1744","nd",15,15,20,50,100,20,"Sometimes","Never","Often","Sometimes","Never","Always","Always","6","2","6","2","3","7","1","1",1985,"Female","White"
"1745","tx",5,15,20,60,20,15,"Never","Always","Often","Never","Sometimes","Often","Sometimes","6","1","7","1","1","5","2","1",1974,"Male","White"
"1746","co",25,25,20,30,25,18,"Never","Always","Always","Always","Always","Always","Often","6","2","7","2","1","6","2","4",1982,"Male","White"
"1748","ca",20,20,10,50,10,14,"Never","Often","Sometimes","Always","Often","Always","Always","7","2","6","1","2","7","2","1",1977,"Male","White"
"1749","md",5,40,10,35,22,16,"Sometimes","Always","Always","Often","Often","Often","Sometimes","6","2","5","3","6","5","5","4",1987,"Male","White"
"1750","ia",0,1,0,99,13,10,"Sometimes","Always","Often","Sometimes","Never","Sometimes","Often","5","4","7","6","4","4","2","4",1982,"Female","White"
"1751","canada",10,15,5,70,70,10,"Never","Always","Never","Always","Sometimes","Never","Often","6","2","6","2","5","7","1","3",1986,"Female","Asian"
"1753","canada",30,0,0,70,15,15,"Never","Never","Sometimes","Always","Often","Always","Never","5","2","5","2","2","6","2","2",1985,"Female","White"
"1754","wa",15,5,1,79,45,18,"Never","Sometimes","Sometimes","Often","Often","Sometimes","Never","5","6","6","2","3","2","2","4",1982,"Male","White"
"1756","ca",20,15,5,60,40,18,"Sometimes","Never","Often","Sometimes","Never","Sometimes","Always","6","4","5","3","2","4","4","2",1980,"Female","White"
"1758","or",5,5,5,85,25,18,"Never","Never","Always","Sometimes","Sometimes","Always","Never","7","1","6","1","1","6","1","1",1966,"Female","White"
"1759","md",5,35,15,45,15,15,"Never","Always","Often","Sometimes","Never","Never","Always","4","3","6","5","4","5","1","1",1983,"Male","White"
"1762","tn",2,30,8,60,12,18,"Sometimes","Often","Often","Sometimes","Sometimes","Always","Always","7","2","6","2","2","7","3","3",1977,"Female","White"
"1763","co",15,2,2,81,15,15,"Never","Always","Often","Sometimes","Never","Sometimes","Always","6","4","5","2","2","5","2","4",1984,"Female","White"
"1764","co",2,5,1,92,70,19,"Never","Often","Always","Often","Sometimes","Sometimes","Sometimes","7","6","7","2","2","1","6","2",1978,"Male","White"
"1765","ny",10,30,10,50,45,18,"Never","Always","Often","Always","Often","Always","Never","4","4","7","1","1","4","1","1",1983,"Male","White"
"1766","or",5,5,10,80,20,13,"Sometimes","Often","Sometimes","Often","Sometimes","Sometimes","Never","6","4","6","3","2","5","2","3",1979,"Female","White"
"1768","ky",0,15,10,75,45,8,"Always","Always","Always","Always","Often","Sometimes","Sometimes","6","2","6","2","1","7","1","1",1970,"Female","White"
"1771","co",0,0,0,100,60,20,"Never","Always","Always","Never","Never","Always","Never","6","2","4","4","5","5","1","2",1979,"Female","White"
"1772","tx",5,60,5,30,10,10,"Sometimes","Always","Always","Always","Sometimes","Always","Often","2","1","7","4","2","6","1","4",1980,"Female","White"
