"","State","asian_prop","black_prop","hispanic_prop","white_prop","ppbill","pcttip","flair","intro","selling","repeat.","customer_name","smile","thanks","Extraverted_enthusiastic","Critical_quarrelsome","Dependable_selfdisciplined","Anxious_easily_upset","Reserved_quiet","Sympathetic_warm","Disorganized_careless","Conventional_uncreative","birth_yr","sex","race"
"1342","mo",10,15,5,70,12,15,"Often","Sometimes","Sometimes","Always","Never","Sometimes","Never","3","5","6","2","3","5","1","4",1980,"Female","White"
"1343","canada",45,1,1,53,23,12,"Never","Sometimes","Often","Always","Always","Always","Never","7","2","5","1","1","6","6","2",1981,"Male","White"
"1345","oh",0,5,10,85,15,8,"Sometimes","Always","Often","Often","Sometimes","Always","Always","2","1","7","3","6","7","1","5",1980,"Male","White"
"1346","canada",20,10,20,50,20,13,"Sometimes","Often","Often","Often","Sometimes","Sometimes","Always","5","3","5","2","3","4","1","1",1985,"Male","White"
"1347","ny",1,0,1,98,20,15,"Never","Sometimes","Often","Sometimes","Sometimes","Always","Never","4","2","7","2","6","6","1","6",1988,"Female","White"
"1348","la",0.5,1.5,0,98,40,15,"Never","Often","Often","Never","Never","Often","Never","6","2","6","3","1","6","1","1",1983,"Female","White"
"1350","mo",0,65,5,30,18,10,"Often","Always","Sometimes","Often","Sometimes","Sometimes","Sometimes","6","3","7","2","2","7","2","2",1988,"Female","White"
"1351","scs",5,30,5,60,15,15,"Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Always","2","3","6","5","5","7","3","2",1984,"Female","White"
"1352","sc",5,20,5,70,12,18,"Often","Sometimes","Often","Often","Sometimes","Always","Often","6","1","6","1","4","5","2","2",1985,"Female","White"
"1353","nj",5,20,15,60,75,18,"Never","Always","Always","Sometimes","Always","Sometimes","Sometimes","7","1","6","3","1","6","3","5",1967,"Female","White"
"1354","wv",1,17,2,80,13,10,"Never","Always","Always","Always","Often","Always","Always","5","2","7","2","6","6","1","2",1972,"Female","White"
"1355","sc",5,55,5,25,7,20,"Always","Always","Always","Always","Always","Always","Always","7","1","1","1","1","1","1","7",1984,"Female","White"
"1356","va",10,50,20,20,15,12,"Sometimes","Always","Always","Always","Sometimes","Sometimes","Never","6","2","7","5","5","5","2","5",1982,"Female","White"
"1357","mi",0,35,1,55,27,12,"Never","Always","Always","Often","Sometimes","Always","Always","7","2","6","1","1","6","2","1",1987,"Female","White"
"1358","mi",5,10,10,70,50,18,"Never","Always","Sometimes","Sometimes","Sometimes","Often","Never","5","1","5","1","4","6","4","4",1986,"Male","White"
"1360","fl",25,15,25,35,13,25,"Sometimes","Sometimes","Often","Always","Often","Often","Sometimes","5","1","7","2","5","6","2","3",1960,"Female","White"
"1363","tx",0,10,10,80,8,15,"Never","Always","Never","Often","Never","Always","Often","5","1","5","5","1","6","2","6",1966,"Female","White"
"1365","ks",0,0,2,98,15,18,"Always","Never","Always","Often","Always","Always","Always","6","3","5","2","1","5","5","5",1969,"Female","White"
"1367","va",0,25,5,70,18,15,"Often","Always","Always","Always","Sometimes","Always","Often","6","2","7","3","5","6","1","2",1982,"Female","White"
"1368","ga",2,10,2,86,10,10,"Always","Always","Always","Often","Sometimes","Often","Always","7","3","7","2","2","7","1","5",1980,"Female","White"
"1369","fl",1,5,10,84,16,18,"Sometimes","Always","Often","Often","Sometimes","Often","Often","3","2","6","4","3","4","1","2",1984,"Female","White"
"1371","az",0,5,5,90,11,17,"Never","Always","Always","Always","Never","Often","Never","2","6","6","4","5","6","2","2",1983,"Male","White"
"1374","ca",10,5,5,80,10,18,"Sometimes","Never","Always","Sometimes","Never","Sometimes","Sometimes","6","5","6","4","2","3","2","5",1983,"Female","Asian"
"1375","oh",2,10,2,86,20,20,"Never","Always","Sometimes","Often","Sometimes","Sometimes","Sometimes","6","1","7","1","3","5","1","5",1980,"Female","White"
"1377","sc",0.02,0.03,0.01,96,45,18,"Sometimes","Always","Always","Often","Sometimes","Always","Never","7","1","7","5","1","7","1","4",1958,"Female","White"
"1378","in",1,2,2,95,12,15,"Never","Sometimes","Sometimes","Always","Never","Always","Never","1","1","7","1","5","7","1","1",1979,"Female","White"
"1379","va",10,15,5,70,30,12,"Never","Always","Sometimes","Sometimes","Sometimes","Always","Always","7","2","7","1","1","6","1","1",1976,"Female","White"
"1380","ks",1,1,1,97,12,20,"Never","Always","Always","Always","Often","Sometimes","Sometimes","6","2","7","2","2","6","1","1",1971,"Female","White"
"1381","wa",10,5,0,85,20,25,"Never","Sometimes","Sometimes","Often","Sometimes","Often","Never","3","1","6","1","5","6","3","2",1979,"Female","White"
"1385","in",5,20,5,70,23,20,"Never","Always","Always","Often","Often","Often","Sometimes","6","2","7","2","3","6","1","1",1983,"Female","White"
"1386","pa",0,5,0,95,30,18,"Never","Often","Sometimes","Sometimes","Never","Often","Never","2","1","6","2","5","5","2","2",1986,"Female","White"
"1387","malaysia",85,5,5,5,50,2,"Always","Always","Often","Always","Sometimes","Often","Sometimes","6","2","6","2","1","2","1","2",1985,"Female","Asian"
"1388","canada",10,5,10,75,10,14,"Never","Sometimes","Often","Often","Always","Often","Always","5","5","7","4","6","6","2","4",1982,"Female","White"
"1389","va",5,15,5,75,13,12,"Never","Always","Always","Sometimes","Often","Sometimes","Never","7","3","2","2","1","6","2","7",1984,"Female","White"
"1390","fl",10,30,20,40,10,15,"Always","Always","Always","Sometimes","Never","Always","Sometimes","7","1","7","1","1","7","1","1",1984,"Female","White"
"1391","ma",10,20,20,50,15,17,"Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","5","1","7","2","2","7","2","1",1983,"Female","White"
"1392","nj",1,20,10,69,20,15,"Never","Always","Often","Always","Sometimes","Often","Always","6","5","7","5","2","6","5","5",1981,"Female","Hispanic"
"1393","md",0,25,0,75,15,12,"Always","Always","Often","Sometimes","Never","Often","Always","3","2","7","4","6","6","2","2",1979,"Female","White"
"1395","md",1,4,0,95,40,18,"Never","Always","Often","Always","Often","Often","Always","5","5","7","2","4","3","1","4",1970,"Female","White"
"1397","delaware",0,80,10,10,45,10,"Never","Always","Never","Sometimes","Never","Sometimes","Never","5","2","2","7","5","6","1","7",1977,"Female","Hispanic"
"1398","ma",8,7,10,75,15,18,"Never","Always","Sometimes","Always","Sometimes","Often","Always","5","1","3","1","2","7","5","7",1980,"Male","White"
"1399","ma",3,3,4,90,20,20,"Sometimes","Always","Never","Sometimes","Never","Often","Always","6","5","7","3","1","5","5","4",1976,"Female","White"
"1400","wa",10,40,10,40,35,15,"Always","Always","Always","Often","Often","Always","Always","6","1","7","1","1","7","1","1",1969,"Female","White"
"1401","in",35,5,5,55,44,17,"Never","Never","Often","Always","Sometimes","Often","Never","4","3","4","6","5","5","2","2",1974,"Male","Asian"
"1403","ny",15,10,10,65,65,22,"Never","Never","Sometimes","Always","Often","Always","Never","7","5","7","2","3","7","1","2",1967,"Female","White"
"1405","ca",35,1,1,65,35,18,"Never","Never","Sometimes","Often","Sometimes","Never","Never","2","1","7","1","5","6","1","2",1954,"Male","White"
"1406","ca",20,1,1,78,50,18,"Never","Always","Often","Always","Sometimes","Often","Never","5","1","7","2","2","6","1","1",1964,"Female","Hispanic"
"1408","dc",9,20,1,70,30,20,"Always","Always","Always","Sometimes","Sometimes","Often","Sometimes","7","6","7","5","1","3","2","1",1978,"Male","Hispanic"
"1409","fl",5,5,5,85,30,20,"Sometimes","Always","Always","Always","Often","Sometimes","Never","6","4","7","4","4","5","2","1",1951,"Male","White"
"1410","pa",1,5,5,89,8,10,"Never","Often","Sometimes","Always","Often","Often","Always","4","2","6","3","4","7","1","4",1983,"Female","White"
"1412","wi",5,5,1,89,15,18,"Always","Always","Often","Sometimes","Never","Never","Always","6","2","7","1","3","4","3","2",1985,"Male","White"
"1413","nh",8,8,13,69,15,18,"Sometimes","Always","Sometimes","Often","Never","Sometimes","Sometimes","1","1","6","2","7","6","5","3",1981,"Female","White"
"1414","il",1,8,1,90,28,14,"Never","Always","Always","Always","Often","Always","Always","5","3","7","1","1","5","1","1",1966,"Female","White"
"1417","md",5,15,5,70,15,25,"Sometimes","Always","Often","Always","Often","Sometimes","Sometimes","6","2","7","2","1","7","6","7",1985,"Female","White"
"1418","id",4,1,5,90,40,25,"Never","Sometimes","Sometimes","Sometimes","Often","Often","Never","7","1","7","2","2","7","2","2",1955,"Male","White"
"1419","tx",25,25,25,25,12,13,"Always","Always","Often","Sometimes","Never","Often","Never","6","1","6","2","3","4","2","1",1984,"Male","Black"
"1420","ar",15,25,15,45,10,12,"Always","Always","Sometimes","Never","Sometimes","Sometimes","Sometimes","7","5","7","2","2","6","1","4",1969,"Female","White"
"1422","canada",30,5,5,60,45,18,"Never","Always","Always","Always","Often","Sometimes","Often","7","1","7","1","2","7","1","2",1969,"Male","Asian"
"1424","mo",5,40,2,53,18,15,"Always","Always","Always","Always","Always","Sometimes","Often","6","2","7","4","1","7","2","1",1980,"Male","White"
"1425","tx",5,5,5,85,20,18,"Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","2","2","7","3","6","5","2","4",1976,"Female","White"
"1426","la",10,40,10,40,50,20,"Never","Often","Sometimes","Often","Often","Often","Never","5","4","5","3","3","5","3","4",1973,"Female","White"
"1428","victoria, australia",15,1,1,83,80,8,"Never","Sometimes","Always","Sometimes","Sometimes","Sometimes","Never","5","2","7","1","2","6","1","2",1975,"Male","White"
"1429","ca",15,15,5,65,65,20,"Never","Never","Always","Always","Often","Often","Sometimes","5","2","3","1","2","4","4","2",1976,"Male","White"
"1430","tx",10,20,20,50,80,20,"Never","Always","Always","Sometimes","Often","Always","Never","7","1","6","1","2","7","2","3",1972,"Female","White"
"1431","canada",80,1,1,8,15,10,"Never","Sometimes","Never","Always","Sometimes","Sometimes","Never","4","2","7","4","6","6","3","4",1983,"Male","Asian"
"1433","sc",3,3,0,94,34,18,"Never","Always","Always","Never","Always","Sometimes","Never","6","1","7","1","4","4","1","3",1970,"Female","White"
"1435","ct",5,1,5,89,15,18,"Never","Never","Often","Often","Never","Sometimes","Always","4","2","7","5","4","3","1","5",1985,"Female","White"
"1436","ar",0,5,0,95,50,10,"Never","Often","Never","Always","Sometimes","Always","Never","3","1","6","5","5","7","1","4",1976,"Female","White"
"1437","nc",5,10,3,82,15,18,"Always","Always","Often","Often","Sometimes","Sometimes","Never","3","5","6","2","6","6","3","3",1985,"Male","White"
"1438","ny",10,2,1,87,75,21,"Never","Never","Sometimes","Always","Often","Always","Never","7","2","7","6","3","6","6","1",1964,"Male","White"
"1439","ny",25,15,15,40,18,18,"Always","Always","Always","Often","Sometimes","Always","Always","5","5","6","4","1","6","5","3",1969,"Female","White"
"1441","nc",5,35,10,50,35,12,"Never","Always","Sometimes","Always","Sometimes","Always","Never","6","2","6","1","1","5","5","1",1983,"Male","White"
"1442","ca",1,1,5,93,11,20,"Never","Sometimes","Never","Often","Sometimes","Often","Sometimes","6","1","6","1","4","5","5","1",1981,"Male","White"
"1443","ne",2,10,3,85,20,18,"Never","Often","Often","Never","Sometimes","Always","Always","7","2","6","1","1","6","1","1",1979,"Male","White"
"1445","ny",20,10,5,65,35,18,"Never","Sometimes","Often","Often","Sometimes","Always","Always","5","2","6","3","3","6","2","1",1963,"Male","White"
"1446","va",5,35,10,50,15,13,"Never","Always","Always","Sometimes","Never","Often","Never","5","2","7","1","5","4","1","2",1977,"Male","White"
"1447","md",5,10,5,80,45,20,"Never","Always","Always","Always","Often","Always","Often","7","1","6","2","3","7","3","1",1988,"Female","White"
"1450","tx",30,10,10,50,15,15,"Sometimes","Sometimes","Sometimes","Always","Always","Always","Often","6","1","6","2","4","6","3","4",1982,"Female","White"
"1453","canada",20,4,2,75,25,15,"Never","Always","Always","Always","Always","Sometimes","Never","4","1","7","7","7","7","3","7",1984,"Female","White"
"1456","or",5,0.5,0.5,90,50,18,"Never","Sometimes","Always","Often","Sometimes","Often","Always","7","1","7","1","1","6","1","2",1979,"Female","White"
"1457","whitby",10,10,10,70,18,17,"Never","Sometimes","Often","Always","Sometimes","Often","Always","3","2","7","5","5","5","2","2",1985,"Male","White"
"1458","tx",1,5,5,89,11,15,"Never","Sometimes","Sometimes","Sometimes","Never","Often","Sometimes","3","1","6","5","5","7","2","2",1984,"Female","White"
"1461","az",0,5,15,80,15,18,"Never","Always","Often","Sometimes","Never","Often","Never","7","5","6","5","2","6","4","3",1985,"Female","White"
"1462","ny",30,15,5,50,50,18,"Never","Never","Often","Always","Sometimes","Always","Never","7","1","7","1","1","7","2","2",1980,"Female","White"
"1463","ia",20,15,30,35,15,10,"Never","Always","Always","Always","Always","Sometimes","Often","3","1","7","1","6","6","1","1",1969,"Male","Black"
"1464","tx",5,3,3,89,26,18,"Never","Often","Always","Always","Often","Always","Never","6","1","6","1","2","6","1","3",1969,"Male","White"
"1466","tx",15,15,30,40,25,13,"Sometimes","Always","Often","Always","Sometimes","Often","Often","5","3","7","2","4","6","1","4",1978,"Female","White"
"1467","tx",5,3,2,90,25,15,"Always","Always","Always","Always","Sometimes","Sometimes","Never","6","2","7","2","2","6","2","1",1984,"Male","White"
"1468","il",5,5,40,50,25,15,"Never","Always","Often","Always","Sometimes","Often","Always","7","3","5","3","2","6","2","2",1970,"Female","White"
"1469","oh",5,30,15,50,13,18,"Sometimes","Always","Always","Often","Sometimes","Often","Often","6","6","7","3","2","4","5","1",1982,"Female","White"
"1471","canada",22,15,23,40,20,20,"Never","Often","Sometimes","Always","Sometimes","Always","Always","7","6","2","1","1","7","5","1",1983,"Female","White"
"1472","ca",20,15,5,90,35,18,"Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Always","3","4","7","3","7","7","2","1",1985,"Female","White"
"1474","mo",5,2,0,93,17,18,"Never","Always","Often","Never","Often","Sometimes","Always","6","5","6","2","5","7","5","3",1980,"Female","White"
"1475","oh",1,1,0,98,60,18,"Never","Often","Always","Sometimes","Often","Often","Never","4","2","7","2","2","5","2","2",1976,"Male","White"
"1476","va",1,5,1,93,20,20,"Often","Always","Always","Always","Sometimes","Always","Always","7","6","7","6","2","7","3","4",1985,"Female","Asian"
"1477","ca",15,15,5,65,100,18,"Never","Never","Often","Sometimes","Often","Often","Never","7","2","7","1","1","6","1","1",1974,"Female","White"
"1478","la",3,5,2,90,40,20,"Never","Never","Often","Sometimes","Never","Sometimes","Never","2","4","3","5","5","4","5","2",1965,"Male","White"
"1479","il",0.5,1,2.5,96,15,17,"Sometimes","Always","Always","Sometimes","Often","Often","Sometimes","7","3","7","2","3","7","5","1",1975,"Male","White"
"1480","australia",5,0,0,95,40,5,"Sometimes","Never","Often","Often","Often","Always","Never","3","2","7","4","5","3","3","3",1982,"Male","Asian"
"1483","united kingdom",15,25,0,60,60,5,"Never","Often","Often","Often","Often","Often","Often","6","3","7","3","2","4","2","2",1979,"Female","White"
"1484","az",10,20,10,60,15,15,"Never","Always","Sometimes","Sometimes","Never","Sometimes","Often","5","1","7","3","4","6","5","3",1982,"Male","White"
"1485","fl",10,30,5,50,100,15,"Never","Always","Sometimes","Often","Sometimes","Sometimes","Often","5","4","6","4","1","4","2","5",1960,"Female","Asian"
"1486","vt",2,6,2,90,8,10,"Always","Always","Sometimes","Sometimes","Sometimes","Never","Never","5","1","5","3","1","5","1","5",1970,"Male","White"
"1489","ca",15,10,10,65,42,17,"Sometimes","Always","Often","Sometimes","Sometimes","Sometimes","Always","6","4","7","2","1","7","1","4",1982,"Female","White"
"1490","oh",1,8,1,90,75,18,"Never","Often","Always","Never","Often","Sometimes","Never","6","2","7","2","1","5","1","2",1965,"Female","White"
"1491","fl",2,25,13,60,30,15,"Sometimes","Always","Sometimes","Often","Often","Often","Always","6","2","6","1","2","6","1","1",1977,"Female","White"
"1492","pa",5,15,10,70,30,12,"Never","Always","Always","Often","Often","Sometimes","Often","3","4","5","5","4","6","4","3",1986,"Female","White"
"1495","fl",5,5,10,80,50,20,"Never","Sometimes","Always","Often","Often","Often","Always","7","5","6","4","1","2","1","2",1959,"Male","White"
"1497","ny",5,5,0,90,100,21,"Never","Always","Always","Always","Often","Often","Never","7","1","7","1","1","5","1","1",1959,"Male","Hispanic"
"1498","or",5,1,5,89,35,10,"Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","5","3","5","2","3","4","1","1",1974,"Male","White"
"1499","sc",20,20,10,50,13,12,"Never","Always","Often","Often","Often","Sometimes","Often","5","1","2","1","4","5","5","1",1982,"Male","White"
"1500","ma",0,2,5,93,20,15,"Never","Often","Often","Always","Often","Often","Often","7","4","7","6","2","5","5","2",1986,"Male","White"
"1502","canada",10,5,5,80,16,12,"Never","Always","Always","Sometimes","Sometimes","Often","Never","6","1","4","5","2","7","2","5",1984,"Female","White"
"1504","ma",1,1,1,97,25,20,"Never","Always","Always","Always","Often","Often","Often","4","1","6","4","5","5","2","3",1961,"Male","White"
"1506","fl",5,50,10,35,18,13,"Always","Always","Always","Always","Always","Always","Often","7","2","7","2","2","7","1","1",1981,"Female","White"
"1507","md",10,40,5,45,15,15,"Never","Always","Often","Sometimes","Never","Often","Sometimes","5","4","6","3","3","5","5","3",1985,"Female","White"
"1509","st thomas usvi",5,35,30,10,70,18,"Never","Always","Always","Always","Often","Always","Always","7","1","7","1","1","7","1","1",1973,"Male","White"
"1510","wi",10,10,5,75,10,23,"Never","Often","Often","Sometimes","Never","Always","Always","7","2","4","2","2","6","2","2",1986,"Female","White"
"1514","fl",0,5,0,95,75,25,"Never","Always","Always","Often","Often","Never","Never","4","1","6","1","2","5","1","4",1968,"Male","White"
"1515","fl",5,15,25,55,18,16,"Always","Always","Always","Often","Sometimes","Often","Always","7","2","6","1","1","6","2","1",1968,"Female","White"
"1516","fl",3,10,40,47,15,18,"Never","Sometimes","Often","Always","Often","Often","Often","6","3","5","2","3","5","3","1",1984,"Female","White"
"1518","il",2,4,2,92,100,15,"Never","Always","Always","Always","Sometimes","Always","Always","7","1","7","1","1","7","2","1",1980,"Female","White"
"1519","ct",1,3,1,95,25,20,"Sometimes","Often","Sometimes","Always","Often","Always","Sometimes","6","2","7","4","3","5","1","1",1981,"Female","White"
"1522","va",3,8,1,88,10,18,"Never","Always","Sometimes","Always","Sometimes","Never","Never","6","6","7","4","4","3","2","2",1972,"Male","White"
"1524","ma",5,5,5,85,20,19,"Never","Sometimes","Often","Often","Sometimes","Sometimes","Often","6","4","6","2","3","5","2","2",1967,"Male","White"
"1525","wa",8,7,5,80,30,18,"Never","Always","Always","Sometimes","Never","Sometimes","Often","4","5","5","4","3","2","5","5",1973,"Male","White"
"1526","va",1,79,5,15,22,18,"Never","Often","Sometimes","Often","Sometimes","Always","Never","7","2","7","2","3","7","1","3",1966,"Female","White"
"1527","fl",2,5,5,88,15,12,"Never","Always","Often","Always","Never","Sometimes","Often","5","5","7","5","3","4","1","2",1963,"Male","White"
"1530","nc",5,30,15,50,10,15,"Sometimes","Often","Often","Sometimes","Often","Always","Often","7","1","7","1","2","7","1","4",1965,"Female","White"
"1532","mn",10,20,10,50,20,13,"Always","Always","Often","Often","Sometimes","Always","Always","7","2","6","6","5","7","2","1",1979,"Female","White"
"1534","canada",1,4,0,95,15,15,"Often","Sometimes","Sometimes","Often","Often","Often","Often","6","5","7","4","5","6","3","4",1948,"Female","White"
"1535","ny",25,10,15,50,80,15,"Never","Never","Always","Often","Never","Always","Never","4","5","7","6","1","4","1","1",1973,"Male","Black"
"1537","la",10,40,10,40,70,17,"Never","Always","Always","Sometimes","Often","Sometimes","Never","5","5","7","2","4","5","2","4",1979,"Male","White"
"1538","mi",3,7,1,89,40,20,"Never","Often","Always","Often","Often","Always","Never","6","1","7","1","1","6","1","1",1972,"Male","White"
"1539","ny",5,5,10,80,25,18,"Always","Sometimes","Sometimes","Often","Always","Always","Always","7","2","7","2","1","7","1","2",1978,"Female","White"
"1541","ma",1,1,1,97,50,18,"Often","Sometimes","Often","Often","Sometimes","Sometimes","Often","3","7","7","4","1","3","1","5",1977,"Male","White"
"1542","va",0,1,0,99,85,20,"Always","Always","Often","Often","Often","Often","Never","7","1","7","1","1","4","1","1",1940,"Male","White"
"1544","il",10,5,15,70,25,18,"Never","Always","Often","Never","Sometimes","Often","Always","3","2","5","5","2","5","1","2",1979,"Female","White"
"1547","ma",0,1,1,98,18,17,"Never","Never","Never","Sometimes","Sometimes","Always","Always","7","1","3","3","1","5","2","2",1985,"Female","White"
"1548","ct",5,20,15,60,18,25,"Sometimes","Always","Always","Sometimes","Sometimes","Sometimes","Always","7","1","6","2","5","7","2","1",1976,"Female","White"
"1549","fl",0,1,1,98,50,18,"Sometimes","Always","Often","Often","Often","Often","Sometimes","5","5","6","5","3","7","5","2",1985,"Female","White"
"1550","oh",0,10,0,90,45,20,"Never","Often","Often","Always","Often","Sometimes","Sometimes","6","3","7","5","3","7","1","1",1967,"Female","White"
"1553","ma",5,5,5,85,20,20,"Never","Sometimes","Sometimes","Sometimes","Never","Often","Sometimes","3","2","5","1","5","5","5","3",1978,"Male","White"
"1554","co",2,25,25,48,12,20,"Never","Always","Sometimes","Always","Never","Always","Always","5","1","7","1","2","6","2","3",1970,"Female","White"
"1555","ny",5,15,20,60,20,20,"Never","Often","Always","Often","Never","Sometimes","Sometimes","5","4","6","2","4","6","1","2",1984,"Female","White"
"1556","ct",2,11,2,85,25,18,"Never","Always","Often","Always","Sometimes","Always","Sometimes","6","1","6","1","2","7","2","1",1979,"Female","White"
"1558","ia",0,1,0,99,50,20,"Never","Always","Never","Often","Often","Often","Never","7","7","7","2","1","6","1","3",1972,"Female","White"
"1559","va",3,3,3,91,25,18,"Often","Never","Sometimes","Often","Often","Always","Always","6","5","7","2","1","7","1","1",1979,"Female","White"
"1560","il",1,5,3,91,25,18,"Sometimes","Often","Always","Sometimes","Sometimes","Always","Never","7","2","7","2","2","6","2","2",1969,"Male","White"
"1561","in",0,5,5,90,18,10,"Never","Often","Often","Often","Often","Often","Often","6","1","6","5","2","6","2","2",1977,"Female","White"
"1562","ma",5,10,5,80,30,18,"Never","Sometimes","Often","Often","Sometimes","Never","Never","6","4","6","3","3","7","3","1",1975,"Female","White"
"1563","il",0,60,10,30,45,18,"Never","Sometimes","Often","Always","Sometimes","Sometimes","Always","5","6","7","7","4","5","5","2",1982,"Female","White"
"1564","ny",5,5,5,85,18,15,"Sometimes","Always","Often","Always","Sometimes","Always","Often","7","1","6","1","3","5","3","2",1971,"Female","White"
"1565","mn",5,5,5,85,30,20,"Never","Never","Never","Often","Sometimes","Often","Always","6","2","6","4","5","7","3","6",1974,"Female","White"
"1567","ma",0,30,30,40,20,20,"Never","Never","Never","Always","Sometimes","Often","Sometimes","6","2","6","3","4","6","1","2",1960,"Female","White"
"1568","il",15,15,10,90,42,18,"Never","Never","Always","Often","Always","Often","Never","6","2","6","3","3","6","1","1",1978,"Male","White"
"1569","il",5,35,2,58,35,19,"Never","Always","Always","Never","Never","Sometimes","Sometimes","6","1","7","1","3","7","1","1",1981,"Female","White"
"1570","va",1,8,1,90,30,18,"Never","Never","Never","Never","Often","Often","Never","7","2","7","2","3","5","1","1",1977,"Male","White"
"1571","nv",5,5,15,75,25,15,"Never","Always","Often","Always","Sometimes","Sometimes","Sometimes","7","5","7","5","1","7","6","3",1974,"Female","White"
"1573","ct",10,5,5,80,50,18,"Never","Sometimes","Often","Sometimes","Sometimes","Often","Always","6","4","6","2","2","5","2","3",1976,"Female","White"
"1576","ny",35,10,5,50,25,20,"Always","Never","Often","Often","Sometimes","Always","Never","6","3","4","1","2","5","6","6",1981,"Female","Asian"
"1578","ny",12,3,10,75,42,20,"Sometimes","Always","Always","Always","Often","Always","Often","7","2","6","2","2","6","1","1",1971,"Female","Asian"
"1579","tx",2,3,5,90,40,20,"Sometimes","Often","Often","Always","Often","Always","Often","7","5","7","4","2","6","1","1",1977,"Female","Hispanic"
"1580","co",2,2,2,90,28,17,"Never","Sometimes","Often","Sometimes","Often","Sometimes","Never","5","4","5","3","4","5","6","2",1983,"Female","White"
"1581","ny",10,30,15,45,25,15,"Sometimes","Always","Often","Often","Sometimes","Often","Sometimes","5","1","7","3","5","7","4","1",1975,"Female","White"
"1582","mo",1,40,1,58,15,15,"Never","Always","Always","Often","Sometimes","Often","Never","5","1","7","1","2","7","1","2",1954,"Female","White"
"1584","mn",10,10,20,60,14,20,"Sometimes","Always","Always","Often","Sometimes","Often","Sometimes","7","2","7","2","1","6","2","6",1984,"Female","White"
"1585","tx",0,5,15,80,25,30,"Never","Always","Always","Always","Often","Always","Always","7","1","7","1","1","6","1","1",1977,"Female","White"
"1587","canada",10,1,1,88,30,12,"Sometimes","Never","Never","Often","Always","Always","Never","7","1","7","1","1","7","5","5",1983,"Female","Hispanic"
"1588","wi",1,20,4,75,30,12,"Always","Always","Always","Always","Sometimes","Always","Always","7","1","7","5","2","6","1","2",1980,"Female","White"
"1589","canada",5,5,0,90,60,15,"Never","Always","Always","Sometimes","Always","Always","Often","3","2","6","2","2","6","1","2",1984,"Female","White"
"1590","co",0,0,5,95,12,14,"Sometimes","Always","Often","Often","Never","Sometimes","Sometimes","7","1","6","1","5","5","6","1",1983,"Male","White"
"1591","mi",5,10,5,80,12,17,"Never","Always","Often","Never","Sometimes","Often","Often","6","2","6","4","2","7","1","6",1983,"Female","White"
"1592","uk",15,15,2,68,40,12,"Sometimes","Often","Always","Sometimes","Often","Sometimes","Always","7","2","5","3","2","5","1","2",1988,"Male","White"
"1593","mi",2,6,2,90,30,17,"Never","Always","Always","Often","Sometimes","Always","Often","6","3","6","4","3","5","3","3",1983,"Female","White"
"1594","wi",0,1,0,99,20,10,"Never","Sometimes","Sometimes","Sometimes","Often","Often","Often","7","4","7","4","1","5","1","1",1974,"Female","White"
"1595","canada",15,5,10,70,10,10,"Never","Never","Often","Always","Sometimes","Often","Sometimes","6","5","6","2","3","6","2","2",1981,"Female","White"
"1597","oh",1,10,2,87,22,19,"Never","Always","Often","Always","Sometimes","Sometimes","Never","4","2","7","1","5","5","1","4",1979,"Male","White"
"1598","wa",0.33,0.33,0.33,99,17,18,"Never","Always","Sometimes","Often","Sometimes","Sometimes","Always","6","3","5","4","3","6","2","2",1974,"Female","White"
"1599","canada",30,1,1,68,100,18,"Never","Never","Always","Never","Often","Sometimes","Never","7","1","7","1","2","6","1","3",1974,"Female","White"
"1600","il",10,15,10,65,70,20,"Never","Never","Always","Never","Never","Often","Never","5","1","7","1","5","6","2","2",1976,"Male","White"
"1601","oh",10,10,5,75,42,18,"Never","Often","Always","Sometimes","Sometimes","Sometimes","Never","7","4","7","5","4","5","4","4",1971,"Male","White"
"1603","mi",0,20,15,65,8,10,"Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Never","6","4","6","2","2","7","2","2",1976,"Female","White"
"1604","va",10,30,5,55,25,15,"Sometimes","Always","Always","Always","Often","Always","Always","7","5","4","5","1","6","4","1",1972,"Female","White"
"1606","co",1,5,14,80,60,18,"Never","Always","Often","Often","Sometimes","Often","Always","6","2","6","2","3","5","4","3",1977,"Male","White"
"1607","mn",1,15,4,80,20,10,"Never","Sometimes","Sometimes","Often","Often","Often","Often","5","1","5","2","4","5","1","4",1976,"Female","Hispanic"
"1608","oh",5,25,5,70,50,20,"Never","Sometimes","Always","Often","Sometimes","Always","Sometimes","7","5","7","5","1","5","1","1",1968,"Female","White"
"1609","pa",10,10,10,70,20,15,"Never","Always","Often","Often","Often","Often","Always","5","1","6","2","3","5","2","4",1983,"Female","White"
"1610","canada",1,1,1,97,20,12,"Sometimes","Always","Never","Often","Often","Always","Always","7","3","5","5","3","7","3","1",1980,"Male","White"
"1611","co",5,10,5,80,50,10,"Sometimes","Always","Always","Often","Sometimes","Often","Always","7","3","7","1","1","7","2","2",1979,"Female","White"
